id,mainCategory,topic,type,level,term,ipa,partOfSpeech,vietnameseMeaning,englishDefinition,synonyms,collocations,exampleSentence,interviewSentence,speakingPrompt,commonMistake,pronunciationFocus,tags,status
MAN-7-012,Manufacturing,Ramp-up,Phrase,Intermediate,volume increase,,phrase,nghĩa tiếng Việt của 'volume increase' trong chủ đề Ramp-up,A manufacturing term related to ramp-up.,,monitor volume increase; improve volume increase; control volume increase,I use volume increase to improve production performance during my shift.,"In my previous role, I focused on volume increase to protect delivery, quality, and safety.",Use 'volume increase' in a short answer about ramp-up.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, ramp-up, interview",New
MAN-7-013,Manufacturing,Ramp-up,Phrase,Intermediate,pilot production,,phrase,nghĩa tiếng Việt của 'pilot production' trong chủ đề Ramp-up,A manufacturing term related to ramp-up.,,monitor pilot production; improve pilot production; control pilot production,I use pilot production to improve production performance during my shift.,"In my previous role, I focused on pilot production to protect delivery, quality, and safety.",Use 'pilot production' in a short answer about ramp-up.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, ramp-up, interview",New
MAN-13-001,Manufacturing,Tools and KPI,Word,Intermediate,MES,,noun,hệ thống quản lý sản xuất,A manufacturing term related to tools and kpi.,,monitor MES; improve MES; control MES,I use MES to improve production performance during my shift.,"In my previous role, I focused on MES to protect delivery, quality, and safety.",Use 'MES' in a short answer about tools and kpi.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, tools-and-kpi, interview",New
MAN-13-002,Manufacturing,Tools and KPI,Phrase,Intermediate,Power BI dashboard,,phrase,nghĩa tiếng Việt của 'Power BI dashboard' trong chủ đề Tools and KPI,A manufacturing term related to tools and kpi.,,monitor Power BI dashboard; improve Power BI dashboard; control Power BI dashboard,I use Power BI dashboard to improve production performance during my shift.,"In my previous role, I focused on Power BI dashboard to protect delivery, quality, and safety.",Use 'Power BI dashboard' in a short answer about tools and kpi.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, tools-and-kpi, interview",New
MAN-13-003,Manufacturing,Tools and KPI,Word,Intermediate,KPI,,noun,chỉ số hiệu suất,A manufacturing term related to tools and kpi.,,monitor KPI; improve KPI; control KPI,I use KPI to improve production performance during my shift.,"In my previous role, I focused on KPI to protect delivery, quality, and safety.",Use 'KPI' in a short answer about tools and kpi.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, tools-and-kpi, interview",New
MAN-13-004,Manufacturing,Tools and KPI,Word,Intermediate,productivity,,noun,năng suất,A manufacturing term related to tools and kpi.,,monitor productivity; improve productivity; control productivity,I use productivity to improve production performance during my shift.,"In my previous role, I focused on productivity to protect delivery, quality, and safety.",Use 'productivity' in a short answer about tools and kpi.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, tools-and-kpi, interview",New
MAN-13-005,Manufacturing,Tools and KPI,Word,Intermediate,dashboard,,noun,nghĩa tiếng Việt của 'dashboard' trong chủ đề Tools and KPI,A manufacturing term related to tools and kpi.,,monitor dashboard; improve dashboard; control dashboard,I use dashboard to improve production performance during my shift.,"In my previous role, I focused on dashboard to protect delivery, quality, and safety.",Use 'dashboard' in a short answer about tools and kpi.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, tools-and-kpi, interview",New
MAN-13-006,Manufacturing,Tools and KPI,Phrase,Intermediate,daily handover,,phrase,bàn giao ca hằng ngày,A manufacturing term related to tools and kpi.,,monitor daily handover; improve daily handover; control daily handover,I use daily handover to improve production performance during my shift.,"In my previous role, I focused on daily handover to protect delivery, quality, and safety.",Use 'daily handover' in a short answer about tools and kpi.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, tools-and-kpi, interview",New
MAN-13-007,Manufacturing,Tools and KPI,Phrase,Intermediate,output trend,,phrase,nghĩa tiếng Việt của 'output trend' trong chủ đề Tools and KPI,A manufacturing term related to tools and kpi.,,monitor output trend; improve output trend; control output trend,I use output trend to improve production performance during my shift.,"In my previous role, I focused on output trend to protect delivery, quality, and safety.",Use 'output trend' in a short answer about tools and kpi.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, tools-and-kpi, interview",New
MAN-13-008,Manufacturing,Tools and KPI,Phrase,Intermediate,quality trend,,phrase,nghĩa tiếng Việt của 'quality trend' trong chủ đề Tools and KPI,A manufacturing term related to tools and kpi.,,monitor quality trend; improve quality trend; control quality trend,I use quality trend to improve production performance during my shift.,"In my previous role, I focused on quality trend to protect delivery, quality, and safety.",Use 'quality trend' in a short answer about tools and kpi.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, tools-and-kpi, interview",New
MAN-13-009,Manufacturing,Tools and KPI,Phrase,Intermediate,efficiency report,,phrase,nghĩa tiếng Việt của 'efficiency report' trong chủ đề Tools and KPI,A manufacturing term related to tools and kpi.,,monitor efficiency report; improve efficiency report; control efficiency report,I use efficiency report to improve production performance during my shift.,"In my previous role, I focused on efficiency report to protect delivery, quality, and safety.",Use 'efficiency report' in a short answer about tools and kpi.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, tools-and-kpi, interview",New
